============================================================
Quench simulation started: 2026-07-03T11:25:36.815
N_sites = 200, T_max = 10.0, dt = 0.05, bond_dim = 1500
Pre-quench parameters: v=1.0, w=1.0, Δ=0.0, V=0.5
Post-quench parameters: v=1.0, w=1.0, Δ=0.0, V=1.0
============================================================
Preparing interacting ground state (t < 0)...
Initial Ground State Energy: -162.59723088758437 (DMRG took 76.05 seconds)
Initial max bond dimension: 166
Constructing TEBD gates for quench...
Starting time evolution...
t = 6.9, S_EE = 1.2983, F = 0.288, χ = 1500 / 1500, step_time = 206.9166 s, elapsed_time = 11033.0419 s, estimated_remaining_time = 4921.2129 s
Warning: Maximum bond dimension reached at t = 6.9. Consider increasing bond_dim.
t = 6.95, S_EE = 1.2997, F = 0.288, χ = 1500 / 1500, step_time = 207.562 s, elapsed_time = 11454.6496 s, estimated_remaining_time = 4990.9545 s
Warning: Maximum bond dimension reached at t = 6.95. Consider increasing bond_dim.
t = 7.0, S_EE = 1.3011, F = 0.288, χ = 1500 / 1500, step_time = 207.8285 s, elapsed_time = 11874.1006 s, estimated_remaining_time = 5052.8088 s
Warning: Maximum bond dimension reached at t = 7.0. Consider increasing bond_dim.
t = 7.05, S_EE = 1.3025, F = 0.288, χ = 1500 / 1500, step_time = 208.0918 s, elapsed_time = 12293.9364 s, estimated_remaining_time = 5108.044 s
Warning: Maximum bond dimension reached at t = 7.05. Consider increasing bond_dim.
t = 7.1, S_EE = 1.3039, F = 0.288, χ = 1500 / 1500, step_time = 263.822 s, elapsed_time = 12768.9996 s, estimated_remaining_time = 5179.0348 s
Warning: Maximum bond dimension reached at t = 7.1. Consider increasing bond_dim.
t = 7.15, S_EE = 1.3054, F = 0.288, χ = 1500 / 1500, step_time = 288.9672 s, elapsed_time = 13387.6198 s, estimated_remaining_time = 5299.2662 s
Warning: Maximum bond dimension reached at t = 7.15. Consider increasing bond_dim.
t = 7.2, S_EE = 1.3068, F = 0.288, χ = 1500 / 1500, step_time = 279.0983 s, elapsed_time = 13936.4504 s, estimated_remaining_time = 5382.3533 s
Warning: Maximum bond dimension reached at t = 7.2. Consider increasing bond_dim.
t = 7.25, S_EE = 1.3082, F = 0.288, χ = 1500 / 1500, step_time = 290.02 s, elapsed_time = 14499.7161 s, estimated_remaining_time = 5462.2218 s
Warning: Maximum bond dimension reached at t = 7.25. Consider increasing bond_dim.
t = 7.3, S_EE = 1.3096, F = 0.288, χ = 1500 / 1500, step_time = 281.1021 s, elapsed_time = 15061.1497 s, estimated_remaining_time = 5532.6672 s
Warning: Maximum bond dimension reached at t = 7.3. Consider increasing bond_dim.
t = 7.35, S_EE = 1.311, F = 0.288, χ = 1500 / 1500, step_time = 289.6127 s, elapsed_time = 15621.3214 s, estimated_remaining_time = 5594.1219 s
Warning: Maximum bond dimension reached at t = 7.35. Consider increasing bond_dim.
t = 7.4, S_EE = 1.3124, F = 0.288, χ = 1500 / 1500, step_time = 301.3413 s, elapsed_time = 16209.1099 s, estimated_remaining_time = 5656.8706 s
Warning: Maximum bond dimension reached at t = 7.4. Consider increasing bond_dim.
t = 7.45, S_EE = 1.3139, F = 0.288, χ = 1500 / 1500, step_time = 294.673 s, elapsed_time = 16792.7823 s, estimated_remaining_time = 5709.546 s
Warning: Maximum bond dimension reached at t = 7.45. Consider increasing bond_dim.
t = 7.5, S_EE = 1.3153, F = 0.288, χ = 1500 / 1500, step_time = 290.4144 s, elapsed_time = 17356.8931 s, estimated_remaining_time = 5747.3156 s
Warning: Maximum bond dimension reached at t = 7.5. Consider increasing bond_dim.
t = 7.55, S_EE = 1.3167, F = 0.288, χ = 1500 / 1500, step_time = 306.798 s, elapsed_time = 17949.2578 s, estimated_remaining_time = 5786.2739 s
Warning: Maximum bond dimension reached at t = 7.55. Consider increasing bond_dim.
t = 7.6, S_EE = 1.3181, F = 0.288, χ = 1500 / 1500, step_time = 313.6447 s, elapsed_time = 18548.1704 s, estimated_remaining_time = 5819.0339 s
Warning: Maximum bond dimension reached at t = 7.6. Consider increasing bond_dim.
t = 7.65, S_EE = 1.3195, F = 0.288, χ = 1500 / 1500, step_time = 301.9034 s, elapsed_time = 19132.6041 s, estimated_remaining_time = 5839.1714 s
Warning: Maximum bond dimension reached at t = 7.65. Consider increasing bond_dim.
t = 7.7, S_EE = 1.321, F = 0.288, χ = 1500 / 1500, step_time = 299.7629 s, elapsed_time = 19709.2701 s, estimated_remaining_time = 5849.2027 s
Warning: Maximum bond dimension reached at t = 7.7. Consider increasing bond_dim.
t = 7.75, S_EE = 1.3224, F = 0.288, χ = 1500 / 1500, step_time = 303.1192 s, elapsed_time = 20294.9791 s, estimated_remaining_time = 5854.3209 s
Warning: Maximum bond dimension reached at t = 7.75. Consider increasing bond_dim.
t = 7.8, S_EE = 1.3238, F = 0.2879, χ = 1500 / 1500, step_time = 340.6227 s, elapsed_time = 20941.7605 s, estimated_remaining_time = 5869.0284 s
Warning: Maximum bond dimension reached at t = 7.8. Consider increasing bond_dim.
t = 7.85, S_EE = 1.3252, F = 0.2879, χ = 1500 / 1500, step_time = 320.0751 s, elapsed_time = 21548.7886 s, estimated_remaining_time = 5864.5437 s
Warning: Maximum bond dimension reached at t = 7.85. Consider increasing bond_dim.
t = 7.9, S_EE = 1.3266, F = 0.2879, χ = 1500 / 1500, step_time = 306.2592 s, elapsed_time = 22140.8126 s, estimated_remaining_time = 5848.5165 s
Warning: Maximum bond dimension reached at t = 7.9. Consider increasing bond_dim.
t = 7.95, S_EE = 1.3281, F = 0.2879, χ = 1500 / 1500, step_time = 313.8387 s, elapsed_time = 22740.2308 s, estimated_remaining_time = 5827.1841 s
Warning: Maximum bond dimension reached at t = 7.95. Consider increasing bond_dim.
t = 8.0, S_EE = 1.3295, F = 0.2879, χ = 1500 / 1500, step_time = 337.6969 s, elapsed_time = 23365.7374 s, estimated_remaining_time = 5805.1521 s
Warning: Maximum bond dimension reached at t = 8.0. Consider increasing bond_dim.
t = 8.05, S_EE = 1.3309, F = 0.2879, χ = 1500 / 1500, step_time = 313.5824 s, elapsed_time = 23960.7169 s, estimated_remaining_time = 5768.3207 s
Warning: Maximum bond dimension reached at t = 8.05. Consider increasing bond_dim.
t = 8.1, S_EE = 1.3323, F = 0.2879, χ = 1500 / 1500, step_time = 363.2155 s, elapsed_time = 24651.9271 s, estimated_remaining_time = 5747.075 s
Warning: Maximum bond dimension reached at t = 8.1. Consider increasing bond_dim.
t = 8.15, S_EE = 1.3337, F = 0.2879, χ = 1500 / 1500, step_time = 292.1554 s, elapsed_time = 25221.6297 s, estimated_remaining_time = 5690.2457 s
Warning: Maximum bond dimension reached at t = 8.15. Consider increasing bond_dim.
t = 8.2, S_EE = 1.3352, F = 0.2879, χ = 1500 / 1500, step_time = 288.5742 s, elapsed_time = 25785.1189 s, estimated_remaining_time = 5625.8441 s
Warning: Maximum bond dimension reached at t = 8.2. Consider increasing bond_dim.
t = 8.25, S_EE = 1.3366, F = 0.2879, χ = 1500 / 1500, step_time = 287.1675 s, elapsed_time = 26350.7604 s, estimated_remaining_time = 5555.8832 s
Warning: Maximum bond dimension reached at t = 8.25. Consider increasing bond_dim.
t = 8.3, S_EE = 1.338, F = 0.2879, χ = 1500 / 1500, step_time = 296.6838 s, elapsed_time = 26924.9255 s, estimated_remaining_time = 5481.7214 s
Warning: Maximum bond dimension reached at t = 8.3. Consider increasing bond_dim.
t = 8.35, S_EE = 1.3394, F = 0.2879, χ = 1500 / 1500, step_time = 300.2137 s, elapsed_time = 27498.1301 s, estimated_remaining_time = 5401.4184 s
Warning: Maximum bond dimension reached at t = 8.35. Consider increasing bond_dim.
t = 8.4, S_EE = 1.3408, F = 0.2879, χ = 1500 / 1500, step_time = 304.1233 s, elapsed_time = 28072.3494 s, estimated_remaining_time = 5315.4744 s
Warning: Maximum bond dimension reached at t = 8.4. Consider increasing bond_dim.
t = 8.45, S_EE = 1.3423, F = 0.2879, χ = 1500 / 1500, step_time = 299.9023 s, elapsed_time = 28644.0589 s, estimated_remaining_time = 5223.3284 s
Warning: Maximum bond dimension reached at t = 8.45. Consider increasing bond_dim.
t = 8.5, S_EE = 1.3437, F = 0.2879, χ = 1500 / 1500, step_time = 289.7457 s, elapsed_time = 29208.027 s, estimated_remaining_time = 5124.2153 s
Warning: Maximum bond dimension reached at t = 8.5. Consider increasing bond_dim.
t = 8.55, S_EE = 1.3451, F = 0.2879, χ = 1500 / 1500, step_time = 293.3964 s, elapsed_time = 29779.7414 s, estimated_remaining_time = 5021.0029 s
Warning: Maximum bond dimension reached at t = 8.55. Consider increasing bond_dim.
t = 8.6, S_EE = 1.3465, F = 0.2879, χ = 1500 / 1500, step_time = 299.8092 s, elapsed_time = 30356.1594 s, estimated_remaining_time = 4913.1356 s
Warning: Maximum bond dimension reached at t = 8.6. Consider increasing bond_dim.
t = 8.65, S_EE = 1.348, F = 0.2879, χ = 1500 / 1500, step_time = 298.4038 s, elapsed_time = 30923.7579 s, estimated_remaining_time = 4798.5142 s
Warning: Maximum bond dimension reached at t = 8.65. Consider increasing bond_dim.
t = 8.7, S_EE = 1.3494, F = 0.2879, χ = 1500 / 1500, step_time = 293.4158 s, elapsed_time = 31495.2938 s, estimated_remaining_time = 4679.3008 s
Warning: Maximum bond dimension reached at t = 8.7. Consider increasing bond_dim.
t = 8.75, S_EE = 1.3508, F = 0.2879, χ = 1500 / 1500, step_time = 301.4003 s, elapsed_time = 32070.0869 s, estimated_remaining_time = 4555.4101 s
Warning: Maximum bond dimension reached at t = 8.75. Consider increasing bond_dim.
t = 8.8, S_EE = 1.3523, F = 0.2879, χ = 1500 / 1500, step_time = 300.7995 s, elapsed_time = 32643.8205 s, estimated_remaining_time = 4426.2807 s
Warning: Maximum bond dimension reached at t = 8.8. Consider increasing bond_dim.
t = 8.85, S_EE = 1.3537, F = 0.2879, χ = 1500 / 1500, step_time = 290.6674 s, elapsed_time = 33212.7454 s, estimated_remaining_time = 4291.5345 s
Warning: Maximum bond dimension reached at t = 8.85. Consider increasing bond_dim.
t = 8.9, S_EE = 1.3551, F = 0.2879, χ = 1500 / 1500, step_time = 303.1139 s, elapsed_time = 33795.5377 s, estimated_remaining_time = 4153.6415 s
Warning: Maximum bond dimension reached at t = 8.9. Consider increasing bond_dim.
t = 8.95, S_EE = 1.3565, F = 0.2879, χ = 1500 / 1500, step_time = 294.2246 s, elapsed_time = 34366.4695 s, estimated_remaining_time = 4009.4214 s
Warning: Maximum bond dimension reached at t = 8.95. Consider increasing bond_dim.
t = 9.0, S_EE = 1.358, F = 0.2879, χ = 1500 / 1500, step_time = 302.6352 s, elapsed_time = 34941.2562 s, estimated_remaining_time = 3860.9123 s
Warning: Maximum bond dimension reached at t = 9.0. Consider increasing bond_dim.
t = 9.05, S_EE = 1.3594, F = 0.2879, χ = 1500 / 1500, step_time = 298.8291 s, elapsed_time = 35513.2289 s, estimated_remaining_time = 3707.425 s
Warning: Maximum bond dimension reached at t = 9.05. Consider increasing bond_dim.
t = 9.1, S_EE = 1.3608, F = 0.2879, χ = 1500 / 1500, step_time = 299.4945 s, elapsed_time = 36092.2548 s, estimated_remaining_time = 3550.0578 s
Warning: Maximum bond dimension reached at t = 9.1. Consider increasing bond_dim.
t = 9.15, S_EE = 1.3622, F = 0.2879, χ = 1500 / 1500, step_time = 297.5516 s, elapsed_time = 36659.366 s, estimated_remaining_time = 3387.0066 s
Warning: Maximum bond dimension reached at t = 9.15. Consider increasing bond_dim.
t = 9.2, S_EE = 1.3637, F = 0.2879, χ = 1500 / 1500, step_time = 299.8089 s, elapsed_time = 37240.0764 s, estimated_remaining_time = 3220.7634 s
Warning: Maximum bond dimension reached at t = 9.2. Consider increasing bond_dim.
t = 9.25, S_EE = 1.3651, F = 0.2879, χ = 1500 / 1500, step_time = 301.4602 s, elapsed_time = 37811.8507 s, estimated_remaining_time = 3049.3428 s
Warning: Maximum bond dimension reached at t = 9.25. Consider increasing bond_dim.
t = 9.3, S_EE = 1.3665, F = 0.2879, χ = 1500 / 1500, step_time = 296.8255 s, elapsed_time = 38392.429 s, estimated_remaining_time = 2874.2995 s
Warning: Maximum bond dimension reached at t = 9.3. Consider increasing bond_dim.
t = 9.35, S_EE = 1.3679, F = 0.2879, χ = 1500 / 1500, step_time = 301.2733 s, elapsed_time = 38969.4912 s, estimated_remaining_time = 2694.6989 s
Warning: Maximum bond dimension reached at t = 9.35. Consider increasing bond_dim.
t = 9.4, S_EE = 1.3693, F = 0.2879, χ = 1500 / 1500, step_time = 303.8323 s, elapsed_time = 39557.4097 s, estimated_remaining_time = 2511.5816 s
Warning: Maximum bond dimension reached at t = 9.4. Consider increasing bond_dim.
t = 9.45, S_EE = 1.3708, F = 0.2879, χ = 1500 / 1500, step_time = 301.4008 s, elapsed_time = 40132.2798 s, estimated_remaining_time = 2323.4478 s
Warning: Maximum bond dimension reached at t = 9.45. Consider increasing bond_dim.
t = 9.5, S_EE = 1.3722, F = 0.2879, χ = 1500 / 1500, step_time = 303.1493 s, elapsed_time = 40719.3462 s, estimated_remaining_time = 2131.9029 s
Warning: Maximum bond dimension reached at t = 9.5. Consider increasing bond_dim.
t = 9.55, S_EE = 1.3736, F = 0.2879, χ = 1500 / 1500, step_time = 305.7302 s, elapsed_time = 41299.6535 s, estimated_remaining_time = 1935.9213 s
Warning: Maximum bond dimension reached at t = 9.55. Consider increasing bond_dim.
t = 9.6, S_EE = 1.375, F = 0.2879, χ = 1500 / 1500, step_time = 303.8154 s, elapsed_time = 41885.2383 s, estimated_remaining_time = 1736.1757 s
Warning: Maximum bond dimension reached at t = 9.6. Consider increasing bond_dim.
t = 9.65, S_EE = 1.3765, F = 0.2879, χ = 1500 / 1500, step_time = 300.2195 s, elapsed_time = 42463.0716 s, estimated_remaining_time = 1532.1727 s
Warning: Maximum bond dimension reached at t = 9.65. Consider increasing bond_dim.
t = 9.7, S_EE = 1.3779, F = 0.2879, χ = 1500 / 1500, step_time = 298.696 s, elapsed_time = 43044.9403 s, estimated_remaining_time = 1324.4597 s
Warning: Maximum bond dimension reached at t = 9.7. Consider increasing bond_dim.
t = 9.75, S_EE = 1.3793, F = 0.288, χ = 1500 / 1500, step_time = 298.4932 s, elapsed_time = 43615.0861 s, estimated_remaining_time = 1112.6297 s
Warning: Maximum bond dimension reached at t = 9.75. Consider increasing bond_dim.
t = 9.8, S_EE = 1.3807, F = 0.288, χ = 1500 / 1500, step_time = 300.3214 s, elapsed_time = 44202.5126 s, estimated_remaining_time = 897.5129 s
Warning: Maximum bond dimension reached at t = 9.8. Consider increasing bond_dim.
t = 9.85, S_EE = 1.3822, F = 0.288, χ = 1500 / 1500, step_time = 308.6856 s, elapsed_time = 44781.1488 s, estimated_remaining_time = 678.5023 s
Warning: Maximum bond dimension reached at t = 9.85. Consider increasing bond_dim.
t = 9.9, S_EE = 1.3836, F = 0.288, χ = 1500 / 1500, step_time = 290.3055 s, elapsed_time = 45348.1363 s, estimated_remaining_time = 455.7602 s
Warning: Maximum bond dimension reached at t = 9.9. Consider increasing bond_dim.
t = 9.95, S_EE = 1.385, F = 0.288, χ = 1500 / 1500, step_time = 303.7673 s, elapsed_time = 45929.2078 s, estimated_remaining_time = 229.646 s
Warning: Maximum bond dimension reached at t = 9.95. Consider increasing bond_dim.
t = 10.0, S_EE = 1.3864, F = 0.288, χ = 1500 / 1500, step_time = 297.0324 s, elapsed_time = 46506.3327 s, estimated_remaining_time = 0.0 s
Warning: Maximum bond dimension reached at t = 10.0. Consider increasing bond_dim.
============================================================
Quench simulation completed: 2026-07-04T00:22:19.927
Total time evolution duration: 775.11 min
============================================================
